Estación ∆,Fecha,T. med. (ºC),T. max (ºC),T. min (ºC),Prec. (mm),Presión/ Geopot.,Dir. vi.,Vel. vi. (Km/h),Nub.,Prof. nieve (cm),Insolac. (horas)
MARAGHEH,09/09/2002,22.3,29.0,15.6,0.0,1005.6 Hpa,69º(E),5,0/8,-,11.5
MARAGHEH,08/09/2002,23.2,29.6,16.8,0.0,1006.6 Hpa,-,0,0/8,-,11.5
MARAGHEH,07/09/2002,23.4,30.0,16.8,0.0,1005.7 Hpa,102º(E),7,0/8,-,-
MARAGHEH,06/09/2002,26.1,32.0,20.2,0.0,1005.3 Hpa,81º(E),11,0/8,-,11.5
MARAGHEH,05/09/2002,25.4,31.2,19.6,0.0,1004.2 Hpa,54º(NE),10,0/8,-,11.4
MARAGHEH,04/09/2002,25.8,32.6,19.0,0.0,1005.1 Hpa,54º(NE),8,0/8,-,11.7
MARAGHEH,03/09/2002,24.1,30.4,17.8,0.0,1006.4 Hpa,77º(E),17,0/8,-,11.7
MARAGHEH,02/09/2002,25.0,32.0,18.0,0.0,1008.2 Hpa,80º(E),8,0/8,-,11.9
MARAGHEH,01/09/2002,24.3,30.8,17.8,0.0,1008.8 Hpa,87º(E),11,0/8,-,12.0
MASHHAD,30/09/2002,20.7,29.0,12.4,0.0,1017.4 Hpa,198º(S),8,0/8,-,10.9
MASHHAD,29/09/2002,21.3,29.6,13.0,0.0,1016.7 Hpa,155º(SE),8,0/8,-,-
MASHHAD,28/09/2002,21.5,30.6,12.4,0.0,1015.0 Hpa,228º(SW),8,0/8,-,10.7
MASHHAD,27/09/2002,21.0,29.0,13.0,0.0,1014.3 Hpa,222º(SW),4,0/8,-,10.8
MASHHAD,26/09/2002,20.1,27.4,12.8,0.0,1014.3 Hpa,158º(S),8,0/8,-,10.9
MASHHAD,25/09/2002,21.8,31.2,12.4,0.0,1012.6 Hpa,145º(SE),7,1/8,-,10.6
MASHHAD,24/09/2002,17.9,23.4,12.4,0.0,1014.0 Hpa,226º(SW),5,0/8,-,10.8
MASHHAD,23/09/2002,22.9,30.2,15.6,0.0,1035.3 Hpa,145º(SE),10,1/8,-,10.5
MASHHAD,22/09/2002,23.0,30.2,15.8,0.0,1016.2 Hpa,213º(SW),9,0/8,-,10.5
MASHHAD,21/09/2002,22.3,30.0,14.6,0.0,1017.4 Hpa,179º(S),14,1/8,-,10.5
MASHHAD,20/09/2002,24.7,33.0,16.4,0.0,1012.6 Hpa,150º(SE),14,0/8,-,9.5
MASHHAD,19/09/2002,26.4,33.0,19.8,0.0,1009.0 Hpa,122º(SE),9,0/8,-,-
MASHHAD,18/09/2002,24.6,31.2,18.0,0.0,1008.6 Hpa,159º(S),6,0/8,-,10.9
MASHHAD,17/09/2002,21.8,29.4,14.2,0.0,1007.7 Hpa,191º(S),12,0/8,-,11.1
MASHHAD,16/09/2002,25.3,30.6,20.0,0.0,1011.8 Hpa,168º(S),14,1/8,-,10.9
MASHHAD,15/09/2002,25.2,31.0,19.4,0.0,1010.1 Hpa,170º(S),10,0/8,-,10.3
MASHHAD,14/09/2002,26.4,34.8,18.0,0.0,1010.9 Hpa,215º(SW),7,0/8,-,-
MASHHAD,13/09/2002,26.9,35.4,18.4,0.0,1008.5 Hpa,196º(S),6,0/8,-,10.9
MASHHAD,12/09/2002,26.9,36.2,17.6,0.0,1008.5 Hpa,213º(SW),9,0/8,-,11.0
MASHHAD,11/09/2002,26.2,35.4,17.0,0.0,1007.8 Hpa,209º(SW),8,0/8,-,11.4
MASHHAD,10/09/2002,22.8,31.0,14.6,0.0,1008.6 Hpa,226º(SW),5,0/8,-,11.3
MASHHAD,09/09/2002,21.3,30.6,12.0,0.0,1010.9 Hpa,166º(S),7,0/8,-,11.7
MASHHAD,08/09/2002,20.6,29.2,12.0,0.0,1011.8 Hpa,201º(S),10,0/8,-,11.3
MASHHAD,07/09/2002,-3.8,23.0,-30.5,0.0,1013.8 Hpa,162º(S),9,0/8,-,11.6
MASHHAD,06/09/2002,22.2,29.0,15.4,0.0,1014.1 Hpa,140º(SE),4,0/8,-,-
MASHHAD,05/09/2002,22.4,29.0,15.8,0.0,1013.0 Hpa,150º(SE),4,0/8,-,11.7
MASHHAD,04/09/2002,20.8,28.0,13.6,0.0,1014.1 Hpa,173º(S),8,0/8,-,11.5
MASHHAD,03/09/2002,22.4,28.8,16.0,0.0,1014.6 Hpa,153º(SE),7,0/8,-,-
MASHHAD,02/09/2002,22.2,29.2,15.2,0.0,1014.9 Hpa,174º(S),14,0/8,-,11.9
MASHHAD,01/09/2002,22.5,29.6,15.4,0.0,1015.4 Hpa,167º(S),10,0/8,-,11.8
MASJED-SOLEYMAN,30/09/2002,30.8,30.8,30.8,0.0,1008.7 Hpa,-,0,0/8,-,-
MASJED-SOLEYMAN,29/09/2002,32.8,39.0,26.6,0.0,1007.0 Hpa,230º(SW),8,0/8,-,-
MASJED-SOLEYMAN,28/09/2002,32.7,38.4,27.0,0.0,1007.2 Hpa,165º(S),10,0/8,-,10.0
MASJED-SOLEYMAN,26/09/2002,32.0,32.0,32.0,0.0,1004.1 Hpa,310º(NW),7,0/8,-,-
MASJED-SOLEYMAN,25/09/2002,34.0,39.6,28.4,0.0,1001.8 Hpa,165º(S),12,0/8,-,-
MASJED-SOLEYMAN,24/09/2002,33.2,36.6,29.8,0.0,1003.5 Hpa,-,0,1/8,-,10.5
MASJED-SOLEYMAN,23/09/2002,33.8,39.6,28.0,0.0,1007.0 Hpa,-,0,0/8,-,10.0
MASJED-SOLEYMAN,22/09/2002,33.6,38.8,28.4,0.0,1007.6 Hpa,253º(W),12,1/8,-,9.9
MASJED-SOLEYMAN,21/09/2002,29.1,31.0,27.2,0.0,1009.2 Hpa,-,0,1/8,-,10.2
MASJED-SOLEYMAN,20/09/2002,29.4,32.0,26.8,0.0,1009.2 Hpa,300º(NW),4,0/8,-,-
MASJED-SOLEYMAN,19/09/2002,33.5,39.6,27.4,0.0,1005.2 Hpa,-,0,0/8,-,10.6
MASJED-SOLEYMAN,18/09/2002,29.0,31.4,26.6,0.0,1002.8 Hpa,235º(SW),10,0/8,-,10.5
MASJED-SOLEYMAN,17/09/2002,34.2,40.2,28.2,0.0,1002.6 Hpa,170º(S),7,0/8,-,10.5
MASJED-SOLEYMAN,16/09/2002,32.6,39.2,26.0,0.0,1005.6 Hpa,188º(S),14,0/8,-,11.2
MASJED-SOLEYMAN,15/09/2002,34.0,40.0,28.0,0.0,1006.1 Hpa,230º(SW),5,0/8,-,11.1
MASJED-SOLEYMAN,14/09/2002,30.1,33.4,26.8,0.0,1005.1 Hpa,-,0,0/8,-,11.2
MASJED-SOLEYMAN,13/09/2002,32.6,35.0,30.2,0.0,1004.3 Hpa,130º(SE),5,0/8,-,11.0
MASJED-SOLEYMAN,12/09/2002,36.1,42.6,29.6,0.0,1004.3 Hpa,230º(SW),4,0/8,-,-
MASJED-SOLEYMAN,11/09/2002,35.2,42.0,28.4,0.0,1002.2 Hpa,270º(W),6,0/8,-,11.2
MASJED-SOLEYMAN,10/09/2002,32.9,40.0,25.8,0.0,1001.1 Hpa,258º(W),8,0/8,-,11.2
MASJED-SOLEYMAN,09/09/2002,34.9,40.8,29.0,0.0,1001.0 Hpa,174º(S),17,0/8,-,10.8
MASJED-SOLEYMAN,08/09/2002,37.1,42.0,32.2,0.0,1002.2 Hpa,239º(SW),2,0/8,-,10.9
MASJED-SOLEYMAN,07/09/2002,32.2,35.4,29.0,0.0,1000.7 Hpa,18º(N),8,0/8,-,10.9
MASJED-SOLEYMAN,06/09/2002,36.0,41.8,30.2,0.0,1000.8 Hpa,270º(W),9,0/8,-,11.2
MASJED-SOLEYMAN,05/09/2002,35.5,41.0,30.0,0.0,1001.1 Hpa,260º(W),6,0/8,-,10.3
MASJED-SOLEYMAN,04/09/2002,35.6,42.4,28.8,0.0,1001.5 Hpa,185º(S),5,1/8,-,10.8
MASJED-SOLEYMAN,03/09/2002,33.7,36.6,30.8,0.0,1002.7 Hpa,-,0,1/8,-,11.1
MASJED-SOLEYMAN,02/09/2002,41.1,45.0,37.2,0.0,1003.0 Hpa,239º(SW),11,0/8,-,11.0
MASJED-SOLEYMAN,01/09/2002,36.7,43.4,30.0,0.0,1001.9 Hpa,206º(SW),14,0/8,-,11.0
MOHABAD,30/09/2002,19.9,20.0,19.8,0.0,1018.4 Hpa,-,0,0/8,-,-
MOHABAD,29/09/2002,22.1,30.0,14.2,0.0,1017.0 Hpa,40º(NE),2,0/8,-,-
MOHABAD,28/09/2002,23.4,31.8,15.0,0.0,1015.2 Hpa,-,0,0/8,-,10.4
MOHABAD,26/09/2002,20.4,20.8,20.0,0.0,1015.8 Hpa,-,0,0/8,-,-
MOHABAD,25/09/2002,21.2,29.0,13.4,0.0,1014.4 Hpa,-,0,0/8,-,-
MOHABAD,24/09/2002,17.5,21.2,13.8,0.0,1015.9 Hpa,-,0,1/8,-,10.5
MOHABAD,23/09/2002,24.2,32.4,16.0,0.0,1016.0 Hpa,270º(W),5,1/8,-,10.2
MOHABAD,22/09/2002,23.6,32.2,15.0,0.0,1015.3 Hpa,199º(S),5,1/8,-,10.5
MOHABAD,21/09/2002,18.5,22.0,15.0,0.0,1016.7 Hpa,-,0,2/8,-,10.1
MOHABAD,20/09/2002,20.8,22.6,19.0,0.0,1015.2 Hpa,190º(S),7,0/8,-,-
MOHABAD,19/09/2002,24.2,29.2,19.2,0.0,1009.8 Hpa,200º(S),20,0/8,-,10.5
MOHABAD,18/09/2002,21.4,24.0,18.8,0.0,1009.2 Hpa,180º(S),4,0/8,-,10.1
MOHABAD,17/09/2002,22.9,30.0,15.8,0.0,1011.1 Hpa,180º(S),5,0/8,-,10.5
MOHABAD,16/09/2002,22.6,30.4,14.8,0.0,1014.5 Hpa,-,0,0/8,-,10.8
MOHABAD,15/09/2002,22.1,30.0,14.2,0.0,1013.8 Hpa,-,0,0/8,-,10.9
MOHABAD,14/09/2002,18.7,22.4,15.0,0.0,1013.0 Hpa,-,0,0/8,-,10.7
MOHABAD,13/09/2002,19.0,22.0,16.0,0.0,1012.4 Hpa,-,0,0/8,-,10.8
MOHABAD,12/09/2002,23.9,31.4,16.4,0.0,1011.3 Hpa,303º(NW),10,2/8,-,-
MOHABAD,11/09/2002,24.2,31.0,17.4,0.0,1009.7 Hpa,235º(SW),13,0/8,-,10.1
MOHABAD,10/09/2002,25.2,30.2,20.2,0.0,1007.7 Hpa,190º(S),11,0/8,-,10.9
MOHABAD,09/09/2002,23.4,31.6,15.2,0.0,1009.0 Hpa,189º(S),10,0/8,-,11.0
MOHABAD,08/09/2002,23.9,31.4,16.4,0.0,1009.6 Hpa,240º(SW),8,0/8,-,10.9
MOHABAD,07/09/2002,21.1,26.0,16.2,0.0,1009.2 Hpa,90º(E),7,0/8,-,11.0
MOHABAD,06/09/2002,24.6,33.2,16.0,0.0,1009.6 Hpa,-,0,0/8,-,11.1
MOHABAD,05/09/2002,24.3,33.6,15.0,0.0,1008.7 Hpa,219º(SW),7,0/8,-,11.2
MOHABAD,04/09/2002,25.4,33.8,17.0,0.0,1008.9 Hpa,199º(S),11,0/8,-,11.5
MOHABAD,03/09/2002,24.7,29.8,19.6,0.0,1010.6 Hpa,180º(S),2,0/8,-,11.5
MOHABAD,02/09/2002,28.9,33.0,24.8,0.0,1011.9 Hpa,90º(E),9,0/8,-,11.5
MOHABAD,01/09/2002,23.6,31.6,15.6,0.0,1012.2 Hpa,119º(SE),2,0/8,-,11.5
NEHBANDAN,30/09/2002,21.9,25.8,18.0,0.0,1014.5 Hpa,20º(N),14,0/8,-,-
NEHBANDAN,29/09/2002,23.1,31.6,14.6,0.0,1013.7 Hpa,45º(NE),8,0/8,-,-
NEHBANDAN,28/09/2002,23.2,31.0,15.4,0.0,1011.9 Hpa,29º(NE),2,0/8,-,-
NEHBANDAN,27/09/2002,22.5,30.0,15.0,-,-,-,0,0/8,-,-
NEHBANDAN,26/09/2002,24.2,29.4,19.0,0.0,1012.0 Hpa,119º(SE),2,1/8,-,-
NEHBANDAN,25/09/2002,29.5,32.0,27.0,0.0,1007.3 Hpa,23º(NE),12,1/8,-,-
NEHBANDAN,24/09/2002,25.1,27.4,22.8,0.0,1012.2 Hpa,6º(N),11,0/8,-,-
NEHBANDAN,23/09/2002,26.6,32.0,21.2,0.0,1010.9 Hpa,7º(N),16,0/8,-,-
NEHBANDAN,22/09/2002,32.2,33.6,30.8,0.0,1011.1 Hpa,29º(NE),16,0/8,-,-
NEHBANDAN,21/09/2002,16.0,34.6,-2.6,0.0,1012.6 Hpa,14º(N),19,0/8,156,-
NEHBANDAN,20/09/2002,26.8,35.0,18.6,0.0,1012.2 Hpa,5º(N),7,0/8,-,-
NEHBANDAN,19/09/2002,31.7,35.4,28.0,0.0,1008.0 Hpa,130º(SE),4,0/8,-,-
NEHBANDAN,18/09/2002,23.9,30.2,17.6,0.0,1006.8 Hpa,90º(E),4,0/8,-,-
NEHBANDAN,17/09/2002,28.4,36.4,20.4,0.0,1004.8 Hpa,26º(NE),14,0/8,-,-
NEHBANDAN,16/09/2002,31.9,35.8,28.0,0.0,1007.8 Hpa,44º(NE),14,0/8,-,-
NEHBANDAN,15/09/2002,32.0,35.8,28.2,0.0,1005.7 Hpa,44º(NE),17,0/8,-,-
NEHBANDAN,14/09/2002,28.4,33.0,23.8,0.0,1005.6 Hpa,35º(NE),16,0/8,-,-
NEHBANDAN,13/09/2002,27.6,36.6,18.6,0.0,1007.1 Hpa,20º(N),4,0/8,-,-
NEHBANDAN,12/09/2002,27.8,37.2,18.4,0.0,1007.7 Hpa,360º(N),2,0/8,-,-
NEHBANDAN,11/09/2002,25.5,34.0,17.0,-,-,-,0,0/8,-,-
NEHBANDAN,10/09/2002,24.7,34.4,15.0,0.0,1005.6 Hpa,24º(NE),5,0/8,-,-
NEHBANDAN,09/09/2002,24.3,33.8,14.8,0.0,1007.2 Hpa,29º(NE),2,0/8,-,-
NEHBANDAN,08/09/2002,24.9,34.4,15.4,0.0,1006.1 Hpa,90º(E),4,0/8,-,-
NEHBANDAN,07/09/2002,30.9,33.0,28.8,0.0,1004.6 Hpa,59º(NE),4,0/8,-,-
NEHBANDAN,06/09/2002,27.5,31.8,23.2,0.0,1009.2 Hpa,23º(NE),18,0/8,-,-
NEHBANDAN,05/09/2002,28.4,35.8,21.0,0.0,1005.0 Hpa,59º(NE),12,0/8,-,-
NEHBANDAN,04/09/2002,27.1,35.0,19.2,0.0,1007.8 Hpa,90º(E),9,0/8,-,-
NEHBANDAN,03/09/2002,28.1,33.8,22.4,0.0,1011.1 Hpa,4º(N),14,0/8,-,-
NEHBANDAN,02/09/2002,28.5,34.0,23.0,0.0,1009.2 Hpa,6º(N),17,0/8,-,-
NEHBANDAN,01/09/2002,28.9,35.6,22.2,0.0,1007.0 Hpa,45º(NE),7,1/8,-,-
NOSHAHR,30/09/2002,25.4,25.4,25.4,-,1019.8 Hpa,320º(NW),7,4/8,-,-
NOSHAHR,29/09/2002,24.4,27.2,21.6,0.0,1019.7 Hpa,290º(W),12,3/8,-,-
NOSHAHR,28/09/2002,23.8,26.8,20.8,0.0,1014.8 Hpa,285º(W),6,0/8,-,-
NOSHAHR,26/09/2002,23.9,27.1,20.8,0.0,1013.9 Hpa,59º(NE),11,0/8,-,-
NOSHAHR,25/09/2002,22.0,27.0,17.0,0.0,1013.5 Hpa,34º(NE),6,0/8,-,-
NOSHAHR,24/09/2002,21.9,24.4,19.4,0.9,1014.1 Hpa,124º(SE),5,2/8,-,9.5
NOSHAHR,23/09/2002,25.2,27.0,23.4,0.0,1015.5 Hpa,90º(E),8,5/8,-,1.8
NOSHAHR,22/09/2002,24.3,25.4,23.2,2.8,1015.4 Hpa,285º(W),11,7/8,-,8.0
NOSHAHR,21/09/2002,22.6,23.2,22.0,2.2,1019.2 Hpa,250º(W),14,8/8,-,1.5
NOSHAHR,20/09/2002,22.9,23.8,22.0,7.0,1018.8 Hpa,260º(W),20,7/8,-,-
NOSHAHR,19/09/2002,24.7,27.4,22.0,0.0,1010.9 Hpa,109º(E),4,5/8,-,1.5
NOSHAHR,18/09/2002,24.6,27.0,22.2,4.0,1009.6 Hpa,270º(W),5,1/8,-,5.2
NOSHAHR,17/09/2002,24.8,28.4,21.2,0.0,1008.6 Hpa,24º(NE),6,1/8,-,9.3
NOSHAHR,16/09/2002,23.7,28.2,19.2,0.0,1013.9 Hpa,53º(NE),7,1/8,-,10.4
NOSHAHR,15/09/2002,22.3,25.2,19.4,0.0,1012.9 Hpa,153º(SE),10,6/8,-,9.7
NOSHAHR,14/09/2002,23.7,25.2,22.2,3.0,1016.1 Hpa,240º(SW),8,8/8,-,2.9
NOSHAHR,13/09/2002,24.7,27.4,22.0,0.0,1013.4 Hpa,239º(SW),5,4/8,-,0.0
NOSHAHR,12/09/2002,24.6,27.8,21.4,0.0,1011.3 Hpa,75º(E),9,1/8,-,-
NOSHAHR,11/09/2002,23.5,27.2,19.8,0.0,1008.5 Hpa,100º(E),5,0/8,-,10.0
NOSHAHR,10/09/2002,23.2,27.6,18.8,0.0,1008.3 Hpa,346º(N),8,0/8,-,10.0
NOSHAHR,09/09/2002,24.7,26.2,23.2,0.0,1009.7 Hpa,310º(NW),5,7/8,-,10.0
NOSHAHR,08/09/2002,25.6,27.4,23.8,0.0,1010.1 Hpa,277º(W),11,7/8,-,-
NOSHAHR,07/09/2002,25.6,27.2,24.0,0.0,1010.0 Hpa,350º(N),6,3/8,-,0.0
NOSHAHR,06/09/2002,25.4,27.4,23.4,0.0,1011.8 Hpa,360º(N),4,7/8,-,5.0
NOSHAHR,05/09/2002,24.8,27.2,22.4,0.0,1012.4 Hpa,330º(NW),2,4/8,-,1.8
NOSHAHR,04/09/2002,26.0,28.0,24.0,0.0,1012.9 Hpa,50º(NE),4,6/8,-,0.0
NOSHAHR,03/09/2002,24.2,24.8,23.6,0.0,1013.6 Hpa,-,0,8/8,-,2.0
NOSHAHR,02/09/2002,25.0,27.0,23.0,0.0,1015.7 Hpa,146º(SE),7,4/8,-,0.0
NOSHAHR,01/09/2002,24.0,26.0,22.0,0.0,1016.8 Hpa,20º(N),54,6/8,-,3.1
OMIDYEH-AGHAJARI,30/09/2002,31.0,39.0,23.0,0.0,1010.1 Hpa,-,0,0/8,-,9.2
OMIDYEH-AGHAJARI,29/09/2002,31.1,40.0,22.2,0.0,1009.3 Hpa,135º(SE),4,0/8,-,-
OMIDYEH-AGHAJARI,28/09/2002,32.8,41.2,24.4,0.0,1009.3 Hpa,225º(SW),12,0/8,-,-
OMIDYEH-AGHAJARI,27/09/2002,29.4,37.6,21.2,0.0,-,205º(SW),8,0/8,-,9.6
OMIDYEH-AGHAJARI,26/09/2002,30.3,39.4,21.2,0.0,1006.0 Hpa,128º(SE),9,0/8,-,-
OMIDYEH-AGHAJARI,25/09/2002,34.0,43.0,25.0,0.0,1004.0 Hpa,297º(NW),13,0/8,-,-
OMIDYEH-AGHAJARI,24/09/2002,31.5,39.2,23.8,0.0,1006.3 Hpa,313º(NW),8,0/8,-,10.0
OMIDYEH-AGHAJARI,23/09/2002,33.2,41.8,24.6,0.0,1008.9 Hpa,325º(NW),6,0/8,-,9.8
OMIDYEH-AGHAJARI,22/09/2002,32.1,40.0,24.2,0.0,1009.7 Hpa,276º(W),7,0/8,-,9.2
OMIDYEH-AGHAJARI,21/09/2002,29.6,36.6,22.6,0.0,1011.2 Hpa,215º(SW),5,0/8,-,10.0
OMIDYEH-AGHAJARI,20/09/2002,29.1,37.4,20.8,0.0,1011.3 Hpa,172º(S),10,0/8,-,-
OMIDYEH-AGHAJARI,19/09/2002,31.5,40.0,23.0,0.0,1007.7 Hpa,175º(S),8,0/8,-,10.1
OMIDYEH-AGHAJARI,18/09/2002,28.5,36.2,20.8,0.0,1004.9 Hpa,144º(SE),11,0/8,-,10.3
OMIDYEH-AGHAJARI,17/09/2002,31.4,42.4,20.4,0.0,1004.8 Hpa,329º(NW),15,0/8,-,10.8
OMIDYEH-AGHAJARI,16/09/2002,30.6,40.2,21.0,0.0,1007.7 Hpa,185º(S),4,0/8,-,10.6
OMIDYEH-AGHAJARI,15/09/2002,31.0,41.2,20.8,0.0,1008.7 Hpa,130º(SE),2,0/8,-,10.5
OMIDYEH-AGHAJARI,14/09/2002,29.9,36.4,23.4,0.0,1007.7 Hpa,-,0,0/8,-,10.4
OMIDYEH-AGHAJARI,13/09/2002,33.1,41.6,24.6,0.0,1007.1 Hpa,290º(W),13,0/8,-,10.3
OMIDYEH-AGHAJARI,12/09/2002,33.9,45.0,22.8,0.0,1006.2 Hpa,227º(SW),12,0/8,-,-
OMIDYEH-AGHAJARI,11/09/2002,32.3,43.2,21.4,0.0,1004.8 Hpa,141º(SE),9,0/8,-,10.0
OMIDYEH-AGHAJARI,10/09/2002,31.9,41.2,22.6,0.0,1003.4 Hpa,167º(S),5,0/8,-,10.5
OMIDYEH-AGHAJARI,09/09/2002,32.0,40.8,23.2,0.0,1004.4 Hpa,296º(NW),6,0/8,-,10.3
OMIDYEH-AGHAJARI,08/09/2002,36.0,43.0,29.0,0.0,1003.9 Hpa,310º(NW),6,0/8,-,10.9
OMIDYEH-AGHAJARI,07/09/2002,32.8,42.2,23.4,0.0,1004.1 Hpa,302º(NW),15,0/8,-,10.8
OMIDYEH-AGHAJARI,06/09/2002,33.4,44.2,22.6,0.0,1003.4 Hpa,320º(NW),11,1/8,-,10.8
OMIDYEH-AGHAJARI,05/09/2002,33.4,44.2,22.6,0.0,1003.7 Hpa,309º(NW),18,0/8,-,10.5
OMIDYEH-AGHAJARI,04/09/2002,35.4,43.8,27.0,0.0,1004.6 Hpa,281º(W),6,1/8,-,10.5
OMIDYEH-AGHAJARI,03/09/2002,35.2,43.2,27.2,0.0,1005.3 Hpa,199º(S),39,2/8,-,10.8
OMIDYEH-AGHAJARI,02/09/2002,36.0,46.6,25.4,0.0,1005.2 Hpa,160º(S),8,1/8,-,8.8
OMIDYEH-AGHAJARI,01/09/2002,34.1,44.0,24.2,0.0,1004.3 Hpa,260º(W),3,0/8,-,11.0
ORUMIEH,30/09/2002,20.2,27.6,12.8,0.0,1011.5 Hpa,317º(NW),2,0/8,-,10.4
ORUMIEH,29/09/2002,20.8,29.0,12.6,0.0,1028.2 Hpa,29º(NE),1,0/8,-,10.2
ORUMIEH,28/09/2002,23.6,36.0,11.2,0.0,1011.8 Hpa,315º(NW),2,0/8,-,10.6
ORUMIEH,27/09/2002,21.3,28.6,14.0,0.0,1009.7 Hpa,322º(NW),4,1/8,-,-
ORUMIEH,26/09/2002,20.6,27.8,13.4,0.0,1008.5 Hpa,208º(SW),5,0/8,-,10.6
ORUMIEH,25/09/2002,22.7,29.8,15.6,0.0,1009.3 Hpa,240º(SW),5,0/8,-,10.5
ORUMIEH,24/09/2002,22.0,29.0,15.0,0.0,1010.9 Hpa,257º(W),6,2/8,-,10.7
ORUMIEH,23/09/2002,21.4,27.8,15.0,0.0,1012.0 Hpa,260º(W),5,1/8,-,8.7
ORUMIEH,22/09/2002,19.4,27.4,11.4,0.0,1010.6 Hpa,325º(NW),5,0/8,-,10.6
ORUMIEH,21/09/2002,18.4,27.0,9.8,0.0,1011.7 Hpa,51º(NE),3,1/8,-,-
ORUMIEH,20/09/2002,17.1,24.8,9.4,0.0,1012.2 Hpa,45º(NE),2,0/8,-,10.7
ORUMIEH,19/09/2002,21.0,29.0,13.0,0.0,1004.8 Hpa,203º(SW),12,1/8,-,11.0
ORUMIEH,18/09/2002,20.1,28.4,11.8,0.0,1005.0 Hpa,165º(S),9,1/8,-,9.6
ORUMIEH,17/09/2002,19.8,28.4,11.2,0.0,1007.0 Hpa,216º(SW),3,0/8,-,10.7
ORUMIEH,16/09/2002,19.8,27.6,12.0,0.0,1011.0 Hpa,59º(NE),1,0/8,-,11.2
ORUMIEH,15/09/2002,20.1,28.0,12.2,0.0,1010.4 Hpa,119º(SE),4,0/8,-,11.2
ORUMIEH,14/09/2002,19.7,26.4,13.0,0.0,1009.1 Hpa,79º(E),3,0/8,-,11.2
ORUMIEH,13/09/2002,21.1,29.2,13.0,0.0,1007.2 Hpa,60º(NE),3,0/8,-,10.8
ORUMIEH,12/09/2002,19.7,27.0,12.4,0.0,1008.2 Hpa,340º(N),5,2/8,-,10.6
ORUMIEH,11/09/2002,20.4,28.8,12.0,0.0,1004.8 Hpa,194º(S),9,0/8,-,-
ORUMIEH,10/09/2002,20.1,27.4,12.8,0.0,1004.0 Hpa,335º(NW),4,0/8,-,11.3
ORUMIEH,09/09/2002,20.3,28.0,12.6,0.0,1005.2 Hpa,165º(S),3,0/8,-,11.3
ORUMIEH,08/09/2002,20.6,27.8,13.4,0.0,1005.3 Hpa,30º(NE),6,0/8,-,11.6
ORUMIEH,07/09/2002,20.6,29.2,12.0,0.0,1004.5 Hpa,224º(SW),5,0/8,-,11.5
ORUMIEH,06/09/2002,21.9,29.4,14.4,0.0,1005.8 Hpa,65º(NE),3,0/8,-,11.3
ORUMIEH,05/09/2002,21.1,29.4,12.8,0.0,1005.7 Hpa,45º(NE),3,0/8,-,11.4
ORUMIEH,04/09/2002,20.2,30.0,10.4,0.0,1005.4 Hpa,90º(E),3,0/8,-,11.6
ORUMIEH,03/09/2002,20.2,28.0,12.4,0.0,1007.6 Hpa,349º(N),4,0/8,-,11.5
ORUMIEH,02/09/2002,19.2,28.4,10.0,0.0,1009.4 Hpa,29º(NE),3,0/8,-,11.5
ORUMIEH,01/09/2002,19.4,27.6,11.2,0.0,1009.0 Hpa,0º(N),7,0/8,-,11.5
PARS ABAD MOGHAN,30/09/2002,24.4,25.8,23.0,0.0,1015.2 Hpa,110º(E),22,0/8,-,4.7
PARS ABAD MOGHAN,29/09/2002,25.8,31.0,20.6,0.0,1014.4 Hpa,50º(NE),9,0/8,-,-
PARS ABAD MOGHAN,28/09/2002,26.5,31.6,21.4,0.0,1010.2 Hpa,99º(E),19,0/8,-,9.4
PARS ABAD MOGHAN,26/09/2002,21.2,21.2,21.2,0.0,-,-,0,8/8,-,-
PARS ABAD MOGHAN,25/09/2002,24.2,31.0,17.4,0.0,1008.6 Hpa,360º(N),3,1/8,-,-
PARS ABAD MOGHAN,24/09/2002,22.1,25.4,18.8,0.0,1009.6 Hpa,300º(NW),8,2/8,-,10.2
PARS ABAD MOGHAN,23/09/2002,23.2,30.2,16.2,0.0,1011.2 Hpa,146º(SE),9,0/8,-,9.8
PARS ABAD MOGHAN,22/09/2002,22.6,28.4,16.8,0.0,1011.3 Hpa,270º(W),2,0/8,-,10.4
PARS ABAD MOGHAN,21/09/2002,19.0,21.4,16.6,0.0,1015.6 Hpa,90º(E),11,4/8,-,10.5
PARS ABAD MOGHAN,20/09/2002,19.5,20.2,18.8,0.0,1016.9 Hpa,90º(E),4,8/8,-,-
PARS ABAD MOGHAN,19/09/2002,22.5,26.0,19.0,0.0,1008.8 Hpa,59º(NE),6,8/8,-,1.0
PARS ABAD MOGHAN,18/09/2002,23.4,25.6,21.2,0.0,1005.1 Hpa,95º(E),14,5/8,-,1.2
PARS ABAD MOGHAN,17/09/2002,25.5,29.8,21.2,0.0,1004.0 Hpa,-,0,0/8,-,9.8
PARS ABAD MOGHAN,16/09/2002,25.3,32.4,18.2,0.0,1008.9 Hpa,74º(E),8,0/8,-,6.6
PARS ABAD MOGHAN,15/09/2002,24.7,28.0,21.4,0.0,1008.6 Hpa,70º(E),5,1/8,-,10.6
PARS ABAD MOGHAN,14/09/2002,22.1,24.6,19.6,0.0,1011.4 Hpa,100º(E),6,0/8,-,9.4
PARS ABAD MOGHAN,13/09/2002,23.9,25.9,22.0,0.6,1010.0 Hpa,119º(SE),11,4/8,-,10.0
