Station ∆,Date,Ave. T. (ºC),Max. T. (ºC),Min. T. (ºC),Prec. (mm),S.L.Press./ Gheopot.,Wind dir,Wind sp. (Km/h),Cloud c.,Snow depth (cm),Insolat. (hours)
FERDOUS,08/11/2011,8.5,12.4,4.6,0.0,1016.8 Hpa,257º(W),8,3/8,-,9.5
FERDOUS,07/11/2011,11.5,13.2,9.8,3.3,1009.9 Hpa,326º(NW),10,6/8,-,7.0
FERDOUS,06/11/2011,15.4,23.4,7.4,0.0,1010.8 Hpa,133º(SE),13,5/8,-,1.9
FERDOUS,05/11/2011,13.2,20.6,5.8,0.0,1017.8 Hpa,2º(N),10,0/8,-,4.6
FERDOUS,04/11/2011,11.3,18.6,4.0,0.0,1015.8 Hpa,8º(N),5,0/8,-,10.0
FERDOUS,03/11/2011,11.8,15.8,7.8,0.0,1014.1 Hpa,316º(NW),9,1/8,-,9.8
FERDOUS,02/11/2011,13.1,16.4,9.8,0.2,1012.2 Hpa,85º(E),6,4/8,-,8.8
FERDOUS,01/11/2011,14.5,20.2,8.8,0.0,1010.6 Hpa,249º(W),8,3/8,-,3.4
GACH SARAN DU GUNBADAN,30/11/2011,10.7,12.0,9.4,14.0,1017.1 Hpa,-,0,8/8,-,7.3
GACH SARAN DU GUNBADAN,29/11/2011,12.1,15.2,9.0,13.0,1017.6 Hpa,140º(SE),2,8/8,-,0.0
GACH SARAN DU GUNBADAN,28/11/2011,10.9,18.2,3.6,0.0,1019.1 Hpa,219º(SW),1,2/8,-,0.0
GACH SARAN DU GUNBADAN,27/11/2011,11.7,16.6,6.8,0.0,1019.1 Hpa,-,0,2/8,-,9.5
GACH SARAN DU GUNBADAN,26/11/2011,11.3,16.0,6.6,0.0,1016.9 Hpa,275º(W),4,2/8,-,9.2
GACH SARAN DU GUNBADAN,25/11/2011,14.3,16.9,11.8,0.0,1017.1 Hpa,205º(SW),3,1/8,-,7.6
GACH SARAN DU GUNBADAN,24/11/2011,12.6,17.6,7.6,0.0,1017.5 Hpa,213º(SW),4,1/8,-,7.0
GACH SARAN DU GUNBADAN,23/11/2011,13.1,16.6,9.6,0.0,1018.0 Hpa,-,0,2/8,-,9.8
GACH SARAN DU GUNBADAN,22/11/2011,15.1,17.2,13.0,20.1,1017.1 Hpa,126º(SE),13,6/8,-,8.7
GACH SARAN DU GUNBADAN,21/11/2011,15.7,16.4,15.0,46.0,1017.4 Hpa,132º(SE),6,8/8,-,0.0
GACH SARAN DU GUNBADAN,20/11/2011,19.2,23.4,15.0,17.0,1013.5 Hpa,113º(SE),8,8/8,-,0.0
GACH SARAN DU GUNBADAN,19/11/2011,21.5,28.4,14.6,0.0,1014.6 Hpa,140º(SE),6,4/8,-,0.0
GACH SARAN DU GUNBADAN,18/11/2011,20.3,24.2,16.4,0.0,1015.6 Hpa,140º(SE),2,5/8,-,7.5
GACH SARAN DU GUNBADAN,17/11/2011,19.9,23.8,16.0,5.0,1015.3 Hpa,126º(SE),9,6/8,-,5.7
GACH SARAN DU GUNBADAN,16/11/2011,21.6,27.2,16.0,3.2,1014.8 Hpa,125º(SE),9,7/8,-,4.4
GACH SARAN DU GUNBADAN,15/11/2011,21.9,27.0,16.8,0.0,1016.3 Hpa,120º(SE),3,5/8,-,3.8
GACH SARAN DU GUNBADAN,14/11/2011,19.0,27.2,10.8,0.0,1015.8 Hpa,-,0,4/8,-,1.3
GACH SARAN DU GUNBADAN,13/11/2011,19.6,26.3,13.0,0.0,1015.3 Hpa,280º(W),1,5/8,-,7.0
GACH SARAN DU GUNBADAN,12/11/2011,16.2,25.4,7.0,0.0,1017.3 Hpa,-,0,0/8,-,5.1
GACH SARAN DU GUNBADAN,11/11/2011,14.6,25.2,4.0,0.0,1020.1 Hpa,90º(E),1,0/8,-,9.0
GACH SARAN DU GUNBADAN,10/11/2011,12.4,20.8,4.0,0.0,1018.5 Hpa,-,0,0/8,-,10.2
GACH SARAN DU GUNBADAN,09/11/2011,12.2,18.6,5.8,0.0,1017.9 Hpa,280º(W),2,0/8,-,9.0
GACH SARAN DU GUNBADAN,08/11/2011,11.9,17.8,6.0,0.0,1016.7 Hpa,263º(W),6,0/8,-,9.8
GACH SARAN DU GUNBADAN,07/11/2011,20.4,27.8,13.0,0.0,1014.2 Hpa,270º(W),2,2/8,-,9.0
GACH SARAN DU GUNBADAN,06/11/2011,17.7,19.6,15.8,5.3,1014.3 Hpa,93º(E),5,7/8,-,7.8
GACH SARAN DU GUNBADAN,05/11/2011,19.4,26.3,12.4,0.0,1016.0 Hpa,199º(S),2,6/8,-,0.0
GACH SARAN DU GUNBADAN,04/11/2011,17.7,26.4,9.0,0.0,1014.8 Hpa,280º(W),1,1/8,-,1.6
GACH SARAN DU GUNBADAN,03/11/2011,16.7,24.4,9.0,0.0,1013.5 Hpa,309º(NW),6,0/8,-,9.3
GACH SARAN DU GUNBADAN,02/11/2011,19.2,25.6,12.8,0.0,1012.4 Hpa,-,0,1/8,-,10.0
GACH SARAN DU GUNBADAN,01/11/2011,20.7,26.2,15.2,0.4,1012.4 Hpa,290º(W),6,4/8,-,8.7
GHARAKHIL,30/11/2011,6.2,10.6,1.8,0.0,1024.7 Hpa,246º(SW),7,7/8,-,5.7
GHARAKHIL,29/11/2011,6.6,12.8,0.4,0.0,1021.3 Hpa,144º(SE),7,0/8,-,0.1
GHARAKHIL,28/11/2011,5.8,11.6,0.0,0.0,1024.0 Hpa,164º(S),4,2/8,-,8.2
GHARAKHIL,27/11/2011,7.7,14.8,0.6,0.0,1022.6 Hpa,204º(SW),7,3/8,-,8.0
GHARAKHIL,26/11/2011,4.5,10.2,-1.2,0.0,1026.7 Hpa,83º(E),5,1/8,-,7.1
GHARAKHIL,25/11/2011,3.7,4.8,2.6,5.9,1032.4 Hpa,70º(E),6,7/8,-,7.8
GHARAKHIL,24/11/2011,8.9,12.0,5.8,13.0,1023.5 Hpa,17º(N),8,6/8,-,0.0
GHARAKHIL,23/11/2011,11.1,12.5,9.6,0.0,1021.0 Hpa,-,0,7/8,-,-
GHARAKHIL,22/11/2011,11.1,11.8,10.4,2.1,1026.1 Hpa,358º(N),7,8/8,-,0.0
GHARAKHIL,21/11/2011,11.9,13.5,10.4,0.9,1023.9 Hpa,210º(SW),7,8/8,-,0.0
GHARAKHIL,20/11/2011,12.3,13.4,11.2,0.1,1019.6 Hpa,232º(SW),5,8/8,-,-
GHARAKHIL,19/11/2011,11.6,15.0,8.2,0.0,1023.3 Hpa,270º(W),2,7/8,-,0.0
GHARAKHIL,18/11/2011,10.9,11.6,10.2,0.0,1022.4 Hpa,46º(NE),3,8/8,-,2.0
GHARAKHIL,17/11/2011,11.2,14.4,8.0,0.2,1018.8 Hpa,110º(E),13,8/8,-,0.0
GHARAKHIL,16/11/2011,10.8,16.2,5.4,Tr,1015.6 Hpa,126º(SE),6,2/8,-,0.0
GHARAKHIL,15/11/2011,8.7,13.5,3.8,0.0,1022.7 Hpa,198º(S),5,5/8,-,8.4
GHARAKHIL,14/11/2011,9.3,11.6,7.0,0.0,1028.2 Hpa,285º(W),4,5/8,-,1.5
GHARAKHIL,13/11/2011,9.4,9.8,9.0,14.0,1027.1 Hpa,263º(W),14,8/8,-,2.8
GHARAKHIL,12/11/2011,11.8,17.2,6.4,5.0,1016.9 Hpa,202º(S),9,7/8,-,0.0
GHARAKHIL,11/11/2011,11.9,17.5,6.4,0.0,1018.5 Hpa,240º(SW),9,7/8,-,3.4
GHARAKHIL,10/11/2011,9.4,18.6,0.2,0.0,1013.6 Hpa,150º(SE),8,2/8,-,5.7
GHARAKHIL,09/11/2011,5.4,11.4,-0.6,0.0,1022.5 Hpa,81º(E),5,0/8,-,9.3
GHARAKHIL,08/11/2011,6.2,8.5,3.8,0.0,1031.8 Hpa,76º(E),6,5/8,-,8.6
GHARAKHIL,07/11/2011,8.3,9.6,7.0,11.9,1026.5 Hpa,63º(NE),19,8/8,-,5.8
GHARAKHIL,06/11/2011,13.9,16.2,11.6,11.0,1015.0 Hpa,100º(E),5,7/8,-,3.8
GHARAKHIL,05/11/2011,14.2,19.2,9.2,0.0,1020.5 Hpa,70º(E),2,3/8,-,0.4
